iter	RMSE
1665	1.751810792
1666	1.751802091
1667	1.751795212
1668	1.751791391
1669	1.751760937
1670	1.751753882
1671	1.751743829
1672	1.751737891
1673	1.751726132
1674	1.751718607
1675	1.751714138
1676	1.751705143
1677	1.751698205
1678	1.751694325
1679	1.751689974
1680	1.751683213
1681	1.751677039
1682	1.751660107
1683	1.751653698
1684	1.751646878
1685	1.751642586
1686	1.751631238
1687	1.751620126
1688	1.751613834
1689	1.751605368
1690	1.751601546
1691	1.751597254
1692	1.751589728
1693	1.75158032
1694	1.751577615
1695	1.751572676
1696	1.751560799
1697	1.751556918
1698	1.75155045
1699	1.751544747
1700	1.751532693
1701	1.751528577
1702	1.751521521
1703	1.751509644
1704	1.751502352
1705	1.751496178
1706	1.751485124
1707	1.751478715
1708	1.751471541
1709	1.751460427
1710	1.751459016
1711	1.751453548
1712	1.75144261
1713	1.751437671
1714	1.751429556
1715	1.751423911
1716	1.751416384
1717	1.751409034
1718	1.751402918
1719	1.751395803
1720	1.751385336
1721	1.75137581
1722	1.751369929
1723	1.751369282
1724	1.751365342
1725	1.751362285
1726	1.75135711
1727	1.751351935
1728	1.751346172
1729	1.751340703
1730	1.751334881
1731	1.751328883
1732	1.751321003
1733	1.751308066
1734	1.751303361
1735	1.751298539
1736	1.751292305
1737	1.751289424
1738	1.75128319
1739	1.751275369
1740	1.751264372
1741	1.751261843
1742	1.751241495
1743	1.751235967
1744	1.751228733
1745	1.75122197
1746	1.75121556
1747	1.751207973
1748	1.751195623
1749	1.751183979
1750	1.751174451
1751	1.751171099
1752	1.751159631
1753	1.751152926
1754	1.751144869
1755	1.751123167
1756	1.751120638
1757	1.751116698
1758	1.751105994
1759	1.751103171
1760	1.75109823
1761	1.751092349
1762	1.75108582
1763	1.751083291
1764	1.751080115
1765	1.751067176
1766	1.751045062
1767	1.751039298
1768	1.751030946
1769	1.751026593
1770	1.751022476
1771	1.751016418
1772	1.750999714
1773	1.75099495
1774	1.75098401
1775	1.750979657
1776	1.750968835
1777	1.750959542
1778	1.750952836
1779	1.750948837
1780	1.750942367
1781	1.750936602
1782	1.750928426
1783	1.750926368
1784	1.750917309
1785	1.750909428
1786	1.750898369
1787	1.750893428
1788	1.750889723
1789	1.750876958
1790	1.750871018
1791	1.750863312
1792	1.7508619
1793	1.750849136
1794	1.750841548
1795	1.75083696
1796	1.750831783
1797	1.75082696
1798	1.750822313
1799	1.750818842
1800	1.750810136
1801	1.750803607
1802	1.750799548
1803	1.750789607
1804	1.750785077
1805	1.750780195
1806	1.750774136
1807	1.750768136
1808	1.750758841
1809	1.750750253
1810	1.750737782
1811	1.75072884
1812	1.750725075
1813	1.750724252
1814	1.75071931
1815	1.750716016
1816	1.750706721
1817	1.750703074
1818	1.750695544
1819	1.750691309
1820	1.750686485
1821	1.750682131
1822	1.750666248
1823	1.75066113
1824	1.750653894
1825	1.750647305
1826	1.750636716
1827	1.750629774
1828	1.750622597
1829	1.750619185
1830	1.750608713
1831	1.750597829
1832	1.750589946
1833	1.750586945
1834	1.750579062
1835	1.750574826
1836	1.750568943
1837	1.750566825
1838	1.750552823
1839	1.750546587
1840	1.750540586
1841	1.750537291
1842	1.750523407
1843	1.750513758
1844	1.750503168
1845	1.750491519
1846	1.750474163
1847	1.750471515
1848	1.750455806
1849	1.750451805
1850	1.750446804
1851	1.750440685
1852	1.750425094
1853	1.75042021
1854	1.7503995
1855	1.750397323
1856	1.750391145
1857	1.750382672
1858	1.750364315
1859	1.750356607
1860	1.750352311
1861	1.750346192
1862	1.750343133
1863	1.75033872
1864	1.750328658
1865	1.750318302
1866	1.750313948
1867	1.750303475
1868	1.750297002
1869	1.750283233
1870	1.750277938
1871	1.75026817
1872	1.75026205
1873	1.750259461
1874	1.750253224
1875	1.750243103
1876	1.750239337
1877	1.750235983
1878	1.750229216
1879	1.750227098
1880	1.750222331
1881	1.75021986
1882	1.750209798
1883	1.750199088
1884	1.750194616
1885	1.750188143
1886	1.750181906
1887	1.750177492
1888	1.750168489
1889	1.750159309
1890	1.750155543
1891	1.750147717
1892	1.750139772
1893	1.750134594
1894	1.750120235
1895	1.750112644
1896	1.750106112
1897	1.750090753
1898	1.750071392
1899	1.750067155
1900	1.750059446
1901	1.750057386
1902	1.75005103
1903	1.750049324
1904	1.750041144
1905	1.750024725
1906	1.75002137
1907	1.750015367
1908	1.750011719
1909	1.750002244
1910	1.749996182
1911	1.749990179
1912	1.749986354
1913	1.749979821
1914	1.749977997
1915	1.749970817
1916	1.749964638
1917	1.749958341
1918	1.749950042
1919	1.749943157
1920	1.749939037
1921	1.749933446
1922	1.749927266
1923	1.749917085
1924	1.749914731
1925	1.749900664
1926	1.749894485
1927	1.749890836
1928	1.749886716
1929	1.749879771
1930	1.749876475
1931	1.749870237
1932	1.749863586
1933	1.749853404
1934	1.749846989
1935	1.749843634
1936	1.749835865
1937	1.749830156
1938	1.749825918
1939	1.749813558
1940	1.749808496
1941	1.74980573
1942	1.749793547
1943	1.749789132
1944	1.749786896
1945	1.749772181
1946	1.749767237
1947	1.749763117
1948	1.749756407
1949	1.749744576
1950	1.749738985
1951	1.7497351
1952	1.749725447
1953	1.749713851
1954	1.749709378
1955	1.749708789
1956	1.749701785
1957	1.749683715
1958	1.749673767
1959	1.749670942
1960	1.749659817
1961	1.749654401
1962	1.749649928
1963	1.749648221
1964	1.749643688
1965	1.749627737
1966	1.749625323
1967	1.749619143
1968	1.749613845
1969	1.749606899
1970	1.749601954
1971	1.749595715
1972	1.749591182
1973	1.749584707
1974	1.749578821
1975	1.749571992
1976	1.749564752
1977	1.749555686
1978	1.749550153
1979	1.749544973
1980	1.749537791
1981	1.749533847
1982	1.749521367
1983	1.749516835
1984	1.749514421
1985	1.7495093
1986	1.749504708
1987	1.749500705
1988	1.749489285
1989	1.749486341
1990	1.749480867
1991	1.749471271
1992	1.74946403
1993	1.749456083
1994	1.749453964
1995	1.749443367
1996	1.749433595
1997	1.749431593
1998	1.749427767
1999	1.749424705
2000	1.749415227
2001	1.74940828
2002	1.749405808
2003	1.749397154
2004	1.749386263
2005	1.749384968
2006	1.749380729
2007	1.749367541
2008	1.749362302
2009	1.749359064
2010	1.74935459
2011	1.749349998
2012	1.749343639
2013	1.749337163
2014	1.749332571
2015	1.749325801
2016	1.749323093
2017	1.749314203
2018	1.749307962
2019	1.749304547
2020	1.749299896
2021	1.749279761
2022	1.749269929
2023	1.749261863
2024	1.749256859
2025	1.749251619
2026	1.749244024
2027	1.749240962
2028	1.749236723
2029	1.749232131
2030	1.749220708
2031	1.749212466
2032	1.749198924
2033	1.749192329
2034	1.749187384
2035	1.749180554
2036	1.749171663
2037	1.749168307
2038	1.749163479
2039	1.749159711
2040	1.749153941
2041	1.74914923
2042	1.749139692
2043	1.749135982
2044	1.749131213
2045	1.749127033
2046	1.749120379
2047	1.749117847
2048	1.749114844
2049	1.749102538
2050	1.749090585
2051	1.749088701
2052	1.749082224
2053	1.74907716
2054	1.749066091
2055	1.749062911
2056	1.749056787
2057	1.749039593
2058	1.749026345
2059	1.749020986
2060	1.749014273
2061	1.749010034
2062	1.749005912
2063	1.748997904
2064	1.748992369
2065	1.748987481
2066	1.748975822
2067	1.748973113
2068	1.748969168
2069	1.748963044
2070	1.748956861
2071	1.748930833
2072	1.748926888
2073	1.748921705
2074	1.748917878
2075	1.748914345
2076	1.748900859
2077	1.748896384
2078	1.748888964
2079	1.748880013
2080	1.748870296
2081	1.748864466
2082	1.748860815
2083	1.748856398
2084	1.748851687
2085	1.74884733
2086	1.748839733
2087	1.748835728
2088	1.748830251
2089	1.748826306
2090	1.74882342
2091	1.74881971
2092	1.748818356
2093	1.748814881
2094	1.748798863
2095	1.74879421
2096	1.748789793
2097	1.74878732
2098	1.748780724
2099	1.748777191
2100	1.74877083
2101	1.748765236
2102	1.748757049
2103	1.748745506
2104	1.748741855
2105	1.748739028
2106	1.74873361
2107	1.748728781
2108	1.748720889
2109	1.748714882
2110	1.748711113
2111	1.748701101
2112	1.748693327
2113	1.748687673
2114	1.748682136
2115	1.748677307
2116	1.748675422
2117	1.748667236
2118	1.748655045
2119	1.748646563
2120	1.748640438
2121	1.748631015
2122	1.748624948
2123	1.748619883
2124	1.748618057
2125	1.748614524
2126	1.748612521
2127	1.748605689
2128	1.748599446
2129	1.748576063
2130	1.748569879
2131	1.74855751
2132	1.748553034
2133	1.748546496
2134	1.748540429
2135	1.748535069
2136	1.748531712
2137	1.748529474
2138	1.748520462
2139	1.748508034
2140	1.748498138
2141	1.748489539
2142	1.748479997
2143	1.748478171
2144	1.748473164
2145	1.74846963
2146	1.748465153
2147	1.748459852
2148	1.748458792
2149	1.748439472
2150	1.748429458
2151	1.748420387
2152	1.748412847
2153	1.748401773
2154	1.748396472
2155	1.748387754
2156	1.748377976
2157	1.748370553
2158	1.748366666
2159	1.748360304
2160	1.748355356
2161	1.748347934
2162	1.748342927
2163	1.748329083
2164	1.748322073
2165	1.748310822
2166	1.748307523
2167	1.748287141
2168	1.748283371
2169	1.748277362
2170	1.74826994
2171	1.748263342
2172	1.748256508
2173	1.748250146
2174	1.748241428
2175	1.748239248
2176	1.748232827
2177	1.748229115
2178	1.748221221
2179	1.748216096
2180	1.748210323
2181	1.748206376
2182	1.748199483
2183	1.748186228
2184	1.748183459
2185	1.748177686
2186	1.748172502
2187	1.748163665
2188	1.748156242
2189	1.748152353
2190	1.74814281
2191	1.748138627
2192	1.748128788
2193	1.748126785
2194	1.748121011
2195	1.74811135
2196	1.748103926
2197	1.748094382
2198	1.748088962
2199	1.748083601
2200	1.748073939
2201	1.748070698
2202	1.748067517
2203	1.748065514
2204	1.748055144
2205	1.748047014
2206	1.748043008
2207	1.748037057
2208	1.748031931
2209	1.748019205
2210	1.748013431
2211	1.747999939
2212	1.747993281
2213	1.747987448
2214	1.747982794
2215	1.747970539
2216	1.74796394
2217	1.747954748
2218	1.747949445
2219	1.747939547
2220	1.747936365
2221	1.747930061
2222	1.747916568
2223	1.747911206
2224	1.747907023
2225	1.747898184
2226	1.74789624
2227	1.747884043
2228	1.747880744
2229	1.747875971
2230	1.747870138
2231	1.74786401
2232	1.747852696
2233	1.747848336
2234	1.747842208
2235	1.747836551
2236	1.747827948
2237	1.747823293
2238	1.747820053
2239	1.747813689
2240	1.747808739
2241	1.747804497
2242	1.74780049
2243	1.747797072
2244	1.74779336
2245	1.747787055
2246	1.74778128
2247	1.747774445
2248	1.747772913
2249	1.747767963
2250	1.747757945
2251	1.747753114
2252	1.747750344
2253	1.747738971
2254	1.747733255
2255	1.747724121
2256	1.747716814
2257	1.747713043
2258	1.747708447
2259	1.747694775
2260	1.747692183
2261	1.747687822
2262	1.747685936
2263	1.747677686
2264	1.747670732
2265	1.747665665
2266	1.74766095
2267	1.747657414
2268	1.747650873
2269	1.747643271
2270	1.747630896
2271	1.747623706
2272	1.74761852
2273	1.74760862
2274	1.747604789
2275	1.747591824
2276	1.747587169
2277	1.747579508
2278	1.747573379
2279	1.747563714
2280	1.747558881
2281	1.747554874
2282	1.747545209
2283	1.747539905
2284	1.747536133
2285	1.747531654
2286	1.747529768
2287	1.747524405
2288	1.74752305
2289	1.747520221
2290	1.747519042
2291	1.747515035
2292	1.747511852
2293	1.747506784
2294	1.747502128
2295	1.747491225
2296	1.74748427
2297	1.74747767
2298	1.747471894
2299	1.747462936
2300	1.747456571
2301	1.747448614
2302	1.747439479
2303	1.747433821
2304	1.747428104
2305	1.74742557
2306	1.747417201
2307	1.747413193
2308	1.747406356
2309	1.747398458
2310	1.747393861
2311	1.747389205
2312	1.747383075
2313	1.747379716
2314	1.747372997
2315	1.747369342
2316	1.747359205
2317	1.747352427
2318	1.747337515
2319	1.747333094
2320	1.747328792
2321	1.747324666
2322	1.747323546
2323	1.74731718
2324	1.747311168
2325	1.747292012
2326	1.747282287
2327	1.747276393
2328	1.747271147
2329	1.747264074
2330	1.747255055
2331	1.74724922
2332	1.7472425
2333	1.747236724
2334	1.747232598
2335	1.747223285
2336	1.747212675
2337	1.747207428
2338	1.7472023
2339	1.74719782
2340	1.747189568
2341	1.747184263
2342	1.747180314
2343	1.747174124
2344	1.747169762
2345	1.747163278
2346	1.747160626
2347	1.747156794
2348	1.747152963
2349	1.747145948
2350	1.747142293
2351	1.747136634
2352	1.747127969
2353	1.747119893
2354	1.747116828
2355	1.747114234
2356	1.747113055
2357	1.747107396
2358	1.747099379
2359	1.747091362
2360	1.747087943
2361	1.747083817
2362	1.747074503
2363	1.74706513
2364	1.747059412
2365	1.747055167
2366	1.747049095
2367	1.7470376
2368	1.747031233
2369	1.747027637
2370	1.747021624
2371	1.747014373
2372	1.747006828
2373	1.747001876
2374	1.746995745
2375	1.746992561
2376	1.746989967
2377	1.746985487
2378	1.746982893
2379	1.746980299
2380	1.746977528
2381	1.746970218
2382	1.746963085
2383	1.746956954
2384	1.746952532
2385	1.746950115
2386	1.746945635
2387	1.746936792
2388	1.746925355
2389	1.746919459
2390	1.74691545
2391	1.746905074
2392	1.746896821
2393	1.746886798
2394	1.746879841
2395	1.746872118
2396	1.74686864
2397	1.746863805
2398	1.746859737
2399	1.746855669
2400	1.746843642
2401	1.746841048
2402	1.746839043
2403	1.746833914
2404	1.746829728
2405	1.746826309
2406	1.74682395
2407	1.74681888
2408	1.746818054
2409	1.746812512
2410	1.746806381
2411	1.746793999
2412	1.746785509
2413	1.746779201
2414	1.746773305
2415	1.746764815
2416	1.746760746
2417	1.74675485
2418	1.746751195
2419	1.746746183
2420	1.746742233
2421	1.746737516
2422	1.746730323
2423	1.746724545
2424	1.746720064
2425	1.74671346
2426	1.746706502
2427	1.746701667
2428	1.746696597
2429	1.746694474
2430	1.746689168
2431	1.746682033
2432	1.746675252
2433	1.746663931
2434	1.746662634
2435	1.74665774
2436	1.74665379
2437	1.746649073
2438	1.74664524
2439	1.74663787
2440	1.746629674
2441	1.74662136
2442	1.746614284
2443	1.74661051
2444	1.746604555
2445	1.746598481
2446	1.746593056
2447	1.746572595
2448	1.746567937
2449	1.746563809
2450	1.746553136
2451	1.746548537
2452	1.746541166
2453	1.746536625
2454	1.746533559
2455	1.746529903
2456	1.74652324
2457	1.746516694
2458	1.746510797
2459	1.746504134
2460	1.746501421
2461	1.746495525
2462	1.746490925
2463	1.746489451
2464	1.746479839
2465	1.746478659
2466	1.746474944
2467	1.746472762
2468	1.746468399
2469	1.746458845
2470	1.746455661
2471	1.746454541
2472	1.746450236
2473	1.74644599
2474	1.746440977
2475	1.746432014
2476	1.746430658
2477	1.746423935
2478	1.746419099
2479	1.746410077
2480	1.746400877
2481	1.746396336
2482	1.746394213
2483	1.746384424
2484	1.746379234
2485	1.746372865
2486	1.746367675
2487	1.746318963
2488	1.746313655
2489	1.746306814
2490	1.746304809
2491	1.746298321
2492	1.746273316
2493	1.746269423
2494	1.74626329
2495	1.746247071
2496	1.74624253
2497	1.746238755
2498	1.746233034
2499	1.746225544
2500	1.746220472
2501	1.746212923
2502	1.746210446
2503	1.746204489
2504	1.746201835
2505	1.746198532
2506	1.746189154
2507	1.746184849
2508	1.746180013
2509	1.74617553
2510	1.746173348
2511	1.746166565
2512	1.746161611
2513	1.746152528
2514	1.746148517
2515	1.746146748
2516	1.746134008
2517	1.746122153
2518	1.746118201
2519	1.746112244
2520	1.74610611
2521	1.746094136
2522	1.746090361
2523	1.746083932
2524	1.746080629
2525	1.746077149
2526	1.74607302
2527	1.746069953
2528	1.746066768
2529	1.746057567
2530	1.746045062
2531	1.746041818
2532	1.74603415
2533	1.74603067
2534	1.746028075
2535	1.746022648
2536	1.745984308
2537	1.745978468
2538	1.745976875
2539	1.74597139
2540	1.745967968
2541	1.745957056
2542	1.745952632
2543	1.745945553
2544	1.745939831
2545	1.745937118
2546	1.745932753
2547	1.745929096
2548	1.745925674
2549	1.745918596
2550	1.745916472
2551	1.745909924
2552	1.745906444
2553	1.745902669
2554	1.745890635
2555	1.74588857
2556	1.745884205
2557	1.745859547
2558	1.745856244
2559	1.745844033
2560	1.745838842
2561	1.74583483
2562	1.745832943
2563	1.745826336
2564	1.745825392
2565	1.745820436
2566	1.745817428
2567	1.745812237
2568	1.745807576
2569	1.745801205
2570	1.74579271
2571	1.745784451
2572	1.745781796
2573	1.745778552
2574	1.745776133
2575	1.745771945
2576	1.745770529
2577	1.745764983
2578	1.745759615
2579	1.745758022
2580	1.745752595
2581	1.745747049
2582	1.745742094
2583	1.745733127
2584	1.745730295
2585	1.745725339
2586	1.745717316
2587	1.745712419
2588	1.74570534
2589	1.745696314
2590	1.74569478
2591	1.745688762
2592	1.745685399
2593	1.745680975
2594	1.745678261
2595	1.745670355
2596	1.745659382
2597	1.745658084
2598	1.745650827
2599	1.745642449
2600	1.745639913
2601	1.745638733
2602	1.745633423
2603	1.745627759
2604	1.745624455
2605	1.745622272
2606	1.745619617
2607	1.745616077
2608	1.745611652
2609	1.745606873
2610	1.745604455
2611	1.745596844
2612	1.745590413
2613	1.745584513
2614	1.745579498
2615	1.745577492
2616	1.745567934
2617	1.745565338
2618	1.745562506
2619	1.745554423
2620	1.745546222
2621	1.745540439
2622	1.745535778
2623	1.745528816
2624	1.745524273
2625	1.745518609
2626	1.745513653
2627	1.745509405
2628	1.745504861
2629	1.745499256
2630	1.745489698
2631	1.745487338
2632	1.745482263
2633	1.745475419
2634	1.745468634
2635	1.745460314
2636	1.745458072
2637	1.745451877
2638	1.745439191
2639	1.745436948
2640	1.74542798
2641	1.745423495
2642	1.745416533
2643	1.745414291
2644	1.745411458
2645	1.745402607
2646	1.745399303
2647	1.745393757
2648	1.74538762
2649	1.745382486
2650	1.745379359
2651	1.745376645
2652	1.745373753
2653	1.745370272
2654	1.745366968
2655	1.745360772
2656	1.745351685
2657	1.745348203
2658	1.745342007
2659	1.745330501
2660	1.745320233
2661	1.745314214
2662	1.745309376
2663	1.745306425
2664	1.745300937
2665	1.745294269
2666	1.745288191
2667	1.745283766
2668	1.745270134
2669	1.745263938
2670	1.745261755
2671	1.745256975
2672	1.745253198
2673	1.745245173
2674	1.745242812
2675	1.74523998
2676	1.745237855
2677	1.745232544
2678	1.745224637
2679	1.74522086
2680	1.745214841
2681	1.745210356
2682	1.745201681
2683	1.745195721
2684	1.745181263
2685	1.745161434
2686	1.745158188
2687	1.745156536
2688	1.745153231
2689	1.745141782
2690	1.745131278
2691	1.745128799
2692	1.74512455
2693	1.745121186
2694	1.745111921
2695	1.745099999
2696	1.745097049
2697	1.745091383
2698	1.745082413
2699	1.745079462
2700	1.745073914
2701	1.745069901
2702	1.745067363
2703	1.745065298
2704	1.745055383
2705	1.745052963
2706	1.745047238
2707	1.745040215
2708	1.745034431
2709	1.745028766
2710	1.745023041
2711	1.745009939
2712	1.744995656
2713	1.744983852
2714	1.744979249
2715	1.744971576
2716	1.744963962
2717	1.744956349
2718	1.744953634
2719	1.744945017
2720	1.744943364
2721	1.744941003
2722	1.74493699
2723	1.744934452
2724	1.744932268
2725	1.744930556
2726	1.744927192
2727	1.744921172
2728	1.744916037
2729	1.744911846
2730	1.744905944
2731	1.744901812
2732	1.744899806
2733	1.744895674
2734	1.744893431
2735	1.744887234
2736	1.74488505
2737	1.744880387
2738	1.744871947
2739	1.744866989
2740	1.74486451
2741	1.744857191
2742	1.744852233
2743	1.744849045
2744	1.744844855
2745	1.744841136
2746	1.744833345
2747	1.744830512
2748	1.744821658
2749	1.744820005
2750	1.744815873
2751	1.744813748
2752	1.744807019
2753	1.744804363
2754	1.744799936
2755	1.744795922
2756	1.74479244
2757	1.744787009
2758	1.744782582
2759	1.744780576
2760	1.744777388
2761	1.74477426
2762	1.744767767
2763	1.744756256
2764	1.74474634
2765	1.744741617
2766	1.744739138
2767	1.744735833
2768	1.744727392
2769	1.744724499
2770	1.744715055
2771	1.744711159
2772	1.744706672
2773	1.7446977
2774	1.744693922
2775	1.744689141
2776	1.744681644
2777	1.744677394
2778	1.744671136
2779	1.74467031
2780	1.744659684
2781	1.744656143
2782	1.744648705
2783	1.744645281
2784	1.744643215
2785	1.744637134
2786	1.744631585
2787	1.744627512
2788	1.744622967
2789	1.744620487
2790	1.744615056
2791	1.744611987
2792	1.744603722
2793	1.744599295
2794	1.74459534
2795	1.744590145
2796	1.744589318
2797	1.744587075
2798	1.744583474
2799	1.744579991
2800	1.744572907
2801	1.744569247
2802	1.744567358
2803	1.744564288
2804	1.744558798
2805	1.744553898
2806	1.744552127
2807	1.744548467
2808	1.744538785
2809	1.744535243
2810	1.744529339
2811	1.744522196
2812	1.744520012
2813	1.744514226
2814	1.74450968
2815	1.744504958
2816	1.744496692
2817	1.744492973
2818	1.744487896
2819	1.744486243
2820	1.744484118
2821	1.744481402
2822	1.744475852
2823	1.744471602
2824	1.744469594
2825	1.744463691
2826	1.744459558
2827	1.744457315
2828	1.744450466
2829	1.744447573
2830	1.744443736
2831	1.74444043
2832	1.744435352
2833	1.744431574
2834	1.744427264
2835	1.744421537
2836	1.744417877
2837	1.744412209
2838	1.744406778
2839	1.744403176
2840	1.744398394
2841	1.744395088
2842	1.744394025
2843	1.744390601
2844	1.744387058
2845	1.744384106
2846	1.744380918
2847	1.744367634
2848	1.744365686
2849	1.744354527
2850	1.744351043
2851	1.744347796
2852	1.744345021
2853	1.744343132
2854	1.74433894
2855	1.744331914
2856	1.744326305
2857	1.744321877
2858	1.744313847
2859	1.744307352
2860	1.744304282
2861	1.744299441
2862	1.744296843
2863	1.744290407
2864	1.744285861
2865	1.744280133
2866	1.744279012
2867	1.744268325
2868	1.744264014
2869	1.744256102
2870	1.744250788
2871	1.74424819
2872	1.744242758
2873	1.744234492
2874	1.744230123
2875	1.744223982
2876	1.744222092
2877	1.744212763
2878	1.744210756
2879	1.744206386
2880	1.744201072
2881	1.744196053
2882	1.744194695
2883	1.744190207
2884	1.744181705
2885	1.744174501
2886	1.744173202
2887	1.744169541
2888	1.744162514
2889	1.744158263
2890	1.744155783
2891	1.744154129
2892	1.744148874
2893	1.744145449
2894	1.744138009
2895	1.744133403
2896	1.744130097
2897	1.74412614
2898	1.744123365
2899	1.744122125
2900	1.744116515
2901	1.744108426
2902	1.744095966
2903	1.744091892
2904	1.744090415
2905	1.744085632
2906	1.74407648
2907	1.744075653
2908	1.744071047
2909	1.744067976
2910	1.744063843
2911	1.744056048
2912	1.744049434
2913	1.744040931
2914	1.744016955
2915	1.744011109
2916	1.744006385
2917	1.744003137
2918	1.743992685
2919	1.743990145
2920	1.743988374
2921	1.743983886
2922	1.74397987
2923	1.743974673
2924	1.743973965
2925	1.743967291
2926	1.743962626
2927	1.743956839
2928	1.743950815
2929	1.743945028
2930	1.74394302
2931	1.743938768
2932	1.743933335
2933	1.743927547
2934	1.743922764
2935	1.743915913
2936	1.743905874
2937	1.74390298
2938	1.743901149
2939	1.743895421
2940	1.743886444
2941	1.743882724
2942	1.743875046
2943	1.743870971
2944	1.743868727
2945	1.743864947
2946	1.743863766
2947	1.743859455
2948	1.743858215
2949	1.74385662
2950	1.743851718
2951	1.743847112
2952	1.743843804
2953	1.743839021
2954	1.743834828
2955	1.743832524
2956	1.743828803
2957	1.743828095
2958	1.743824197
2959	1.743821008
2960	1.743817937
2961	1.743815574
2962	1.743812149
2963	1.743807483
2964	1.74380329
2965	1.743794903
2966	1.743788348
2967	1.743785808
2968	1.743780374
2969	1.743778012
2970	1.743774409
2971	1.74377057
2972	1.743768444
2973	1.743765668
2974	1.743761121
2975	1.743748599
2976	1.743742339
2977	1.743736019
2978	1.743732712
2979	1.743728282
2980	1.743725447
2981	1.743724148
2982	1.743721254
2983	1.743714343
2984	1.743712335
2985	1.743708673
2986	1.743703476
2987	1.743693199
2988	1.7436893
2989	1.743687174
2990	1.74368552
2991	1.74367985
2992	1.743675125
2993	1.743672526
2994	1.743669868
2995	1.74366343
2996	1.743661127
2997	1.743660005
2998	1.743655752
2999	1.743650495
3000	1.74364512
3001	1.743641931
3002	1.74363945
3003	1.743634961
3004	1.743631653
3005	1.743629054
3006	1.743624388
3007	1.743618304
3008	1.743604542
3009	1.743598931
3010	1.743596095
3011	1.743591606
3012	1.743588062
3013	1.743583928
3014	1.743574949
3015	1.743566798
3016	1.743562899
3017	1.743557701
3018	1.743554394
3019	1.74355079
3020	1.743547069
3021	1.743530884
3022	1.743527281
3023	1.743524741
3024	1.743518598
3025	1.743513754
3026	1.743511746
3027	1.743508083
3028	1.743504894
3029	1.743499695
3030	1.743496269
3031	1.743495383
3032	1.743490953
3033	1.743489653
3034	1.743487822
3035	1.743483983
3036	1.743480438
3037	1.743476658
3038	1.743472936
3039	1.743469628
3040	1.743464844
3041	1.743461772
3042	1.743459409
3043	1.743452202
3044	1.743450666
3045	1.743446413
3046	1.743442574
3047	1.743440447
3048	1.743429401
3049	1.743426211
3050	1.743418531
3051	1.743411738
3052	1.743407603
3053	1.743403054
3054	1.743399273
3055	1.743394193
3056	1.743388876
3057	1.743385982
3058	1.743382733
3059	1.743375053
3060	1.743372631
3061	1.743370209
3062	1.743368437
3063	1.743366723
3064	1.743351896
3065	1.743347642
3066	1.743343743
3067	1.743339194
3068	1.743333523
3069	1.743325784
3070	1.743317691
3071	1.743314323
3072	1.743309006
3073	1.743301976
3074	1.743297132
3075	1.743294237
3076	1.743293883
3077	1.743289157
3078	1.743284785
3079	1.743282185
3080	1.743276396
3081	1.743273678
3082	1.743268479
3083	1.743263989
3084	1.74326139
3085	1.743255837
3086	1.743252765
3087	1.743250165
3088	1.743243962
3089	1.743239767
3090	1.743238113
3091	1.743232146
3092	1.743225234
3093	1.74322033
3094	1.743214009
3095	1.743208396
3096	1.74320302
3097	1.743197289
3098	1.743193567
3099	1.743191381
3100	1.74318435
3101	1.743179033
3102	1.743173184
3103	1.743168398
3104	1.743166271
3105	1.743165385
3106	1.743160186
3107	1.743156464
3108	1.743152683
3109	1.743148547
3110	1.74314772
3111	1.74314063
3112	1.743135608
3113	1.743131295
3114	1.743127573
3115	1.743117647
3116	1.743113452
3117	1.743111502
3118	1.743108371
3119	1.743105889
3120	1.743096318
3121	1.743091473
3122	1.743082492
3123	1.743077647
3124	1.743074102
3125	1.74306713
3126	1.743057794
3127	1.743053304
3128	1.743047868
3129	1.743046096
3130	1.743044205
3131	1.743035992
3132	1.743029729
3133	1.743026715
3134	1.743024352
3135	1.743022343
3136	1.743017143
3137	1.743014307
3138	1.743014544
3139	1.743012298
3140	1.74300698
3141	1.743003672
3142	1.742998354
3143	1.742994454
3144	1.742992445
3145	1.742989136
3146	1.742984055
3147	1.742980982
3148	1.742975073
3149	1.742973182
3150	1.742971882
3151	1.742968278
3152	1.742963196
3153	1.742960715
3154	1.742958529
3155	1.742955692
3156	1.742952856
3157	1.742945056
3158	1.742941097
3159	1.742936784
3160	1.742930875
3161	1.742927211
3162	1.742923193
3163	1.742920593
3164	1.742915157
3165	1.742908953
3166	1.742907948
3167	1.742903634
3168	1.742895184
3169	1.742893175
3170	1.742886439
3171	1.742880766
3172	1.742877339
3173	1.742866289
3174	1.742864871
3175	1.742858843
3176	1.742855002
3177	1.742850393
3178	1.742845607
3179	1.742842297
3180	1.742837511
3181	1.742834615
3182	1.742830656
3183	1.742827052
3184	1.742822501
3185	1.742820906
3186	1.742816001
3187	1.742812101
3188	1.742807846
3189	1.742805069
3190	1.742803119
3191	1.742800637
3192	1.742793959
3193	1.742788936
3194	1.742782731
3195	1.742773512
3196	1.742770262
3197	1.742767544
3198	1.742764471
3199	1.742760216
3200	1.742756139
3201	1.74275147
3202	1.74275017
3203	1.742746624
3204	1.742743551
3205	1.742739001
3206	1.742736932
3207	1.742735869
3208	1.742732796
3209	1.742728954
3210	1.742723281
3211	1.742721095
3212	1.742718613
3213	1.742709039
3214	1.742700056
3215	1.742693674
3216	1.742693142
3217	1.742691782
3218	1.742688946
