iter	RMSE
416	1.771000431
417	1.77090843
418	1.770871792
419	1.770850913
420	1.770829395
421	1.77077932
422	1.770767222
423	1.770700104
424	1.770665729
425	1.770626235
426	1.770600642
427	1.770583658
428	1.770529911
429	1.770509319
430	1.770498849
431	1.770474069
432	1.770453883
433	1.770402052
434	1.770380528
435	1.770364938
436	1.770342948
437	1.770315606
438	1.770290881
439	1.770265807
440	1.770250855
441	1.770217868
442	1.770197273
443	1.770173652
444	1.770158642
445	1.7701363
446	1.770107384
447	1.770083005
448	1.770047862
449	1.770004922
450	1.769982171
451	1.76991159
452	1.76989582
453	1.769880167
454	1.769852934
455	1.769828494
456	1.769815634
457	1.769789331
458	1.769766228
459	1.769738237
460	1.769689993
461	1.769667413
462	1.769643668
463	1.769613056
464	1.769564518
465	1.769538968
466	1.769528666
467	1.769499216
468	1.769467321
469	1.769456961
470	1.769443865
471	1.769415636
472	1.76937722
473	1.769354229
474	1.76933566
475	1.76930318
476	1.76927035
477	1.769260571
478	1.769198984
479	1.769170459
480	1.769146825
481	1.769113759
482	1.769095829
483	1.769045413
484	1.769033421
485	1.769015024
486	1.768987195
487	1.768964257
488	1.768948304
489	1.768932003
490	1.768905221
491	1.768874887
492	1.768807173
493	1.768768744
494	1.768757098
495	1.768731711
496	1.768714534
497	1.768687108
498	1.768660498
499	1.768577984
500	1.768516664
501	1.768506065
502	1.768485159
503	1.768441249
504	1.768406655
505	1.768383243
506	1.768365189
507	1.768340554
508	1.768261054
509	1.768233446
510	1.768212478
511	1.768189646
512	1.768177706
513	1.768156563
514	1.768142933
515	1.768115906
516	1.768104664
517	1.768077754
518	1.768051716
519	1.768043095
520	1.768022707
521	1.768013387
522	1.767991659
523	1.767972494
524	1.767936902
525	1.767915115
526	1.767888842
527	1.76786286
528	1.767844218
529	1.767819284
530	1.767804486
531	1.767782697
532	1.767752053
533	1.767734866
534	1.767712086
535	1.767697405
536	1.76768785
537	1.767664894
538	1.767650329
539	1.767614322
540	1.767584956
541	1.76756433
542	1.767550463
543	1.767507229
544	1.76748835
545	1.767470403
546	1.767446279
547	1.767406772
548	1.767382764
549	1.767368312
550	1.76735188
551	1.767306426
552	1.767279678
553	1.767260272
554	1.767237661
555	1.767223325
556	1.767201995
557	1.76718253
558	1.767168194
559	1.767151759
560	1.767137655
561	1.767123551
562	1.767083745
563	1.76705746
564	1.767033156
565	1.766988394
566	1.766967702
567	1.766926902
568	1.766911456
569	1.766884119
570	1.766855091
571	1.7668432
572	1.766815803
573	1.766793303
574	1.766771619
575	1.766756696
576	1.766743988
577	1.766730697
578	1.766693622
579	1.766677066
580	1.766544498
581	1.766522227
582	1.766480367
583	1.766462293
584	1.766445619
585	1.766429061
586	1.7664167
587	1.766401192
588	1.766371456
589	1.766357113
590	1.766305861
591	1.766297815
592	1.766287145
593	1.766270119
594	1.766252684
595	1.766227786
596	1.766208893
597	1.766181545
598	1.766163819
599	1.766147899
600	1.76612784
601	1.766115769
602	1.766099907
603	1.766086553
604	1.76606626
605	1.766051797
606	1.76603162
607	1.766021123
608	1.766004444
609	1.76598345
610	1.765968987
611	1.765951258
612	1.765933062
613	1.76592309
614	1.765909034
615	1.765888272
616	1.765881099
617	1.765860744
618	1.765851529
619	1.765825342
620	1.765804054
621	1.765786557
622	1.765747479
623	1.765726831
624	1.765710617
625	1.765691835
626	1.765680228
627	1.765662788
628	1.76554391
629	1.765523493
630	1.765505526
631	1.765483126
632	1.765468192
633	1.765448358
634	1.765438208
635	1.765421757
636	1.765404314
637	1.765383079
638	1.765375204
639	1.76535706
640	1.765346501
641	1.765302163
642	1.765277309
643	1.765262724
644	1.765245746
645	1.765228243
646	1.765192712
647	1.765160856
648	1.765142652
649	1.765128066
650	1.765115463
651	1.76509615
652	1.765077012
653	1.765018254
654	1.764988204
655	1.764975658
656	1.764928043
657	1.764901784
658	1.76488206
659	1.764861286
660	1.764842845
661	1.764814718
662	1.764791316
663	1.764782621
664	1.764752625
665	1.764742529
666	1.764704011
667	1.764686853
668	1.76466847
669	1.764656914
670	1.764636137
671	1.76461676
672	1.764589154
673	1.764576606
674	1.764534816
675	1.764474056
676	1.764448783
677	1.764423684
678	1.764412886
679	1.764382942
680	1.764362745
681	1.764349728
682	1.764343833
683	1.764330874
684	1.764324044
685	1.764315171
686	1.764292581
687	1.764277754
688	1.764259599
689	1.764220896
690	1.764203266
691	1.764191941
692	1.764178514
693	1.764162869
694	1.764153645
695	1.764130761
696	1.764105774
697	1.764093631
698	1.764086742
699	1.764066425
700	1.764015107
701	1.76400092
702	1.763984397
703	1.763963904
704	1.763948666
705	1.763925954
706	1.76391089
707	1.763898103
708	1.763883974
709	1.763870603
710	1.763864122
711	1.76384789
712	1.763833701
713	1.763815659
714	1.763755808
715	1.763746933
716	1.763717853
717	1.763702788
718	1.763686788
719	1.763671372
720	1.763621969
721	1.763598144
722	1.763587632
723	1.763575135
724	1.76356766
725	1.763554929
726	1.763512298
727	1.763494544
728	1.763477725
729	1.763446538
730	1.763429835
731	1.763400167
732	1.763383755
733	1.763364774
734	1.763348887
735	1.763324591
736	1.763309463
737	1.763305258
738	1.763296439
739	1.763289664
740	1.763273543
741	1.763260401
742	1.763247143
743	1.763230788
744	1.763210111
745	1.763200649
746	1.763169925
747	1.763160228
748	1.763148896
749	1.763117704
750	1.763107949
751	1.763080787
752	1.76307074
753	1.763058473
754	1.763043518
755	1.763033821
756	1.763022372
757	1.76299293
758	1.762975638
759	1.762964364
760	1.762956244
761	1.762898876
762	1.762877844
763	1.762867095
764	1.762842558
765	1.762822577
766	1.762800552
767	1.762778877
768	1.762766841
769	1.762751534
770	1.762738914
771	1.762729683
772	1.762715778
773	1.76269451
774	1.762683584
775	1.762666816
776	1.762655948
777	1.762647827
778	1.76263246
779	1.762611776
780	1.762600674
781	1.76259302
782	1.762580223
783	1.762568713
784	1.762550657
785	1.762537744
786	1.762529622
787	1.762512209
788	1.762479428
789	1.762398378
790	1.762385989
791	1.762371789
792	1.762313233
793	1.762303532
794	1.762294942
795	1.7622725
796	1.762264611
797	1.7622545
798	1.762247429
799	1.762212364
800	1.762194188
801	1.762175369
802	1.76216707
803	1.762152342
804	1.762134808
805	1.762070517
806	1.762051989
807	1.76204176
808	1.762028083
809	1.762006632
810	1.761973024
811	1.761948825
812	1.761877629
813	1.761863951
814	1.761838114
815	1.761832268
816	1.76181859
817	1.761805086
818	1.761795499
819	1.761780184
820	1.761767498
821	1.761753001
822	1.761737334
823	1.761718159
824	1.76168472
825	1.761672794
826	1.761658881
827	1.761640173
828	1.761630176
829	1.76162509
830	1.761619009
831	1.76160948
832	1.761601938
833	1.761592818
834	1.761575513
835	1.761553647
836	1.761544293
837	1.761530612
838	1.761518159
839	1.761496818
840	1.761489744
841	1.76147121
842	1.761418004
843	1.761407479
844	1.761390172
845	1.761377075
846	1.761362398
847	1.761318486
848	1.761303458
849	1.761291939
850	1.761279952
851	1.761262117
852	1.761251943
853	1.761233348
854	1.761209022
855	1.761156743
856	1.761121656
857	1.761113235
858	1.761106218
859	1.761096861
860	1.761079726
861	1.761068205
862	1.761060486
863	1.761045105
864	1.761033234
865	1.761025046
866	1.761003875
867	1.760993465
868	1.760986038
869	1.760973522
870	1.760957088
871	1.760946386
872	1.760936385
873	1.760923518
874	1.760905212
875	1.760879419
876	1.76086661
877	1.760855381
878	1.760843975
879	1.760825727
880	1.760817071
881	1.760807595
882	1.760748988
883	1.760733487
884	1.760715179
885	1.760705645
886	1.76069576
887	1.760687337
888	1.760654814
889	1.760645923
890	1.760622759
891	1.76059275
892	1.760572686
893	1.760568591
894	1.760557359
895	1.760541506
896	1.760528636
897	1.760516059
898	1.760495994
899	1.760480023
900	1.760460484
901	1.760439892
902	1.760423101
903	1.76041497
904	1.76040362
905	1.7603911
906	1.760384431
907	1.760371443
908	1.76034652
909	1.76033283
910	1.760293163
911	1.760285265
912	1.760276781
913	1.760268297
914	1.760237054
915	1.760224299
916	1.760209145
917	1.76019247
918	1.760150342
919	1.760142209
920	1.760134135
921	1.760125299
922	1.76011623
923	1.760103767
924	1.760097389
925	1.760072404
926	1.76005877
927	1.760047652
928	1.760037002
929	1.760026001
930	1.76001816
931	1.760008212
932	1.759995749
933	1.759983636
934	1.759977842
935	1.759954494
936	1.75994045
937	1.759936236
938	1.759905397
939	1.759894922
940	1.759878653
941	1.759865427
942	1.759850622
943	1.759843189
944	1.759822473
945	1.759817674
946	1.759811821
947	1.759799063
948	1.759791924
949	1.759781038
950	1.759768748
951	1.759764183
952	1.759750606
953	1.75973574
954	1.759724679
955	1.759694889
956	1.759680843
957	1.759667908
958	1.759638703
959	1.759625592
960	1.759620442
961	1.759601186
962	1.759581403
963	1.759570926
964	1.759561502
965	1.759549679
966	1.759540665
967	1.75953089
968	1.759519769
969	1.75950777
970	1.759466211
971	1.759458016
972	1.759446368
973	1.759436359
974	1.75942752
975	1.759402935
976	1.759391227
977	1.759382857
978	1.759365237
979	1.759355871
980	1.759347207
981	1.759340651
982	1.759327538
983	1.759315479
984	1.759308864
985	1.759296747
986	1.759285273
987	1.759276375
988	1.759259749
989	1.759234049
990	1.759224741
991	1.75921356
992	1.759181068
993	1.759171116
994	1.759138916
995	1.759120943
996	1.759109526
997	1.759096822
998	1.759089738
999	1.759082946
1000	1.75907112
1001	1.759050101
1002	1.759040207
1003	1.759032595
1004	1.759025101
1005	1.759017841
1006	1.759001037
1007	1.758995592
1008	1.758989503
1009	1.758983414
1010	1.758980603
1011	1.758967664
1012	1.758954256
1013	1.758950274
1014	1.758930015
1015	1.758919125
1016	1.758901325
1017	1.758893947
1018	1.758884461
1019	1.758872282
1020	1.758862621
1021	1.758851671
1022	1.758837852
1023	1.758824911
1024	1.758813961
1025	1.758799791
1026	1.758790422
1027	1.75878035
1028	1.758754292
1029	1.758727004
1030	1.758714765
1031	1.758689643
1032	1.758677287
1033	1.758669322
1034	1.758653277
1035	1.758643673
1036	1.758628739
1037	1.758623762
1038	1.758596354
1039	1.758585462
1040	1.758576794
1041	1.75856719
1042	1.758555945
1043	1.758541421
1044	1.758522856
1045	1.758503939
1046	1.75849328
1047	1.758480044
1048	1.75845978
1049	1.758450058
1050	1.758438578
1051	1.758423175
1052	1.758412574
1053	1.758407888
1054	1.758357869
1055	1.758343695
1056	1.758335261
1057	1.758303222
1058	1.758273935
1059	1.758253961
1060	1.758246698
1061	1.758242012
1062	1.758228188
1063	1.758215243
1064	1.758197904
1065	1.758188591
1066	1.758173771
1067	1.758168206
1068	1.758160357
1069	1.758139737
1070	1.758131653
1071	1.758126264
1072	1.758119
1073	1.758087192
1074	1.75807776
1075	1.758066044
1076	1.758062295
1077	1.758044662
1078	1.758025271
1079	1.758017538
1080	1.758011504
1081	1.758001604
1082	1.757984381
1083	1.757969852
1084	1.7579538
1085	1.757926792
1086	1.75791654
1087	1.757910154
1088	1.757898319
1089	1.757888887
1090	1.757880509
1091	1.757870666
1092	1.757862405
1093	1.757857836
1094	1.757846118
1095	1.757834283
1096	1.757825026
1097	1.75780329
1098	1.757780029
1099	1.757759757
1100	1.757737258
1101	1.757724368
1102	1.757716282
1103	1.757705267
1104	1.757688861
1105	1.757653763
1106	1.757644212
1107	1.75762886
1108	1.757623469
1109	1.757613508
1110	1.757597335
1111	1.75758585
1112	1.757573838
1113	1.757566338
1114	1.75755913
1115	1.757548817
1116	1.757544129
1117	1.757535281
1118	1.757526198
1119	1.757520338
1120	1.757512134
1121	1.757505571
1122	1.757493441
1123	1.757474396
1124	1.757465957
1125	1.757460742
1126	1.757447088
1127	1.757435485
1128	1.757426753
1129	1.75738075
1130	1.757354319
1131	1.757348049
1132	1.757334628
1133	1.757322966
1134	1.757293428
1135	1.757289912
1136	1.757284989
1137	1.75727989
1138	1.757271392
1139	1.757257912
1140	1.75724666
1141	1.757235172
1142	1.757224916
1143	1.75721208
1144	1.757200359
1145	1.75717457
1146	1.757167302
1147	1.757152298
1148	1.757139755
1149	1.757105057
1150	1.757099195
1151	1.75708337
1152	1.757065317
1153	1.757050546
1154	1.757041402
1155	1.757028976
1156	1.757018894
1157	1.75699533
1158	1.756987007
1159	1.756980852
1160	1.756973173
1161	1.756963794
1162	1.756943864
1163	1.756939175
1164	1.756930616
1165	1.756898845
1166	1.756887121
1167	1.756879383
1168	1.756867424
1169	1.756857342
1170	1.75685019
1171	1.756845617
1172	1.756840459
1173	1.756834479
1174	1.756814782
1175	1.756803644
1176	1.756795788
1177	1.756787464
1178	1.756781191
1179	1.75675182
1180	1.756743085
1181	1.75673605
1182	1.756731771
1183	1.756725381
1184	1.756709728
1185	1.756696595
1186	1.756681704
1187	1.756673379
1188	1.756653915
1189	1.756632105
1190	1.756624073
1191	1.756608888
1192	1.756597397
1193	1.756589188
1194	1.756577697
1195	1.756570075
1196	1.756546974
1197	1.756539469
1198	1.756530206
1199	1.7565193
1200	1.75651414
1201	1.756506284
1202	1.756498427
1203	1.756491273
1204	1.756485058
1205	1.756468465
1206	1.756454979
1207	1.75643991
1208	1.756427714
1209	1.756406957
1210	1.756395816
1211	1.756389835
1212	1.756359461
1213	1.756355122
1214	1.756346326
1215	1.756339641
1216	1.756331315
1217	1.756323985
1218	1.75631771
1219	1.756306217
1220	1.756301174
1221	1.756297832
1222	1.756281588
1223	1.75626728
1224	1.756262237
1225	1.756257018
1226	1.756250802
1227	1.7562362
1228	1.756229808
1229	1.756220367
1230	1.756211453
1231	1.756198786
1232	1.756192218
1233	1.756174039
1234	1.756168468
1235	1.756142253
1236	1.756128472
1237	1.756097683
1238	1.756090587
1239	1.7560666
1240	1.756061673
1241	1.756054167
1242	1.756047481
1243	1.756037393
1244	1.756029124
1245	1.756023435
1246	1.756006661
1247	1.755992351
1248	1.755983201
1249	1.755973231
1250	1.755960562
1251	1.755947541
1252	1.755939154
1253	1.755927717
1254	1.755911705
1255	1.75590279
1256	1.755895576
1257	1.755879387
1258	1.755868243
1259	1.755860031
1260	1.755853873
1261	1.755834927
1262	1.755824076
1263	1.755808649
1264	1.755801376
1265	1.755791287
1266	1.755781491
1267	1.755769349
1268	1.755760785
1269	1.755742836
1270	1.755734155
1271	1.7557243
1272	1.755715384
1273	1.755651092
1274	1.755641706
1275	1.755617303
1276	1.75559636
1277	1.755587561
1278	1.755573305
1279	1.755566031
1280	1.755550544
1281	1.755541099
1282	1.755534997
1283	1.75552567
1284	1.755521094
1285	1.755512059
1286	1.755500678
1287	1.75549399
1288	1.755488475
1289	1.755476038
1290	1.755458086
1291	1.755453627
1292	1.755441893
1293	1.755428106
1294	1.755419482
1295	1.755409273
1296	1.75539619
1297	1.755386979
1298	1.755382285
1299	1.755371959
1300	1.755362983
1301	1.755351483
1302	1.755348491
1303	1.755338634
1304	1.755326313
1305	1.755317571
1306	1.755311058
1307	1.755301788
1308	1.755297387
1309	1.755275209
1310	1.755270456
1311	1.755266466
1312	1.755260071
1313	1.755239241
1314	1.755228914
1315	1.755219409
1316	1.755174697
1317	1.755165309
1318	1.755144361
1319	1.755136322
1320	1.755127755
1321	1.755123354
1322	1.755118366
1323	1.755089789
1324	1.75507952
1325	1.7550395
1326	1.755028702
1327	1.755021778
1328	1.755014853
1329	1.755009689
1330	1.755003469
1331	1.754995253
1332	1.75498111
1333	1.754959573
1334	1.75494854
1335	1.754941968
1336	1.754931639
1337	1.754920606
1338	1.754910512
1339	1.75490347
1340	1.754896545
1341	1.754889796
1342	1.754880817
1343	1.754867671
1344	1.754855464
1345	1.754843785
1346	1.754821777
1347	1.754816847
1348	1.754803231
1349	1.754776938
1350	1.754771714
1351	1.75475845
1352	1.754750996
1353	1.754741958
1354	1.754735149
1355	1.754723998
1356	1.754715077
1357	1.754709618
1358	1.754707916
1359	1.754689604
1360	1.754681622
1361	1.75464394
1362	1.754638892
1363	1.754630675
1364	1.75462457
1365	1.754617762
1366	1.754592287
1367	1.75458407
1368	1.754573387
1369	1.754559006
1370	1.754553664
1371	1.754531359
1372	1.754521498
1373	1.754516684
1374	1.754497372
1375	1.754495083
1376	1.754489272
1377	1.754481171
1378	1.754475947
1379	1.754465733
1380	1.754457162
1381	1.754446244
1382	1.754437086
1383	1.754427107
1384	1.754414545
1385	1.754410201
1386	1.754402158
1387	1.75439529
1388	1.754372161
1389	1.754355665
1390	1.754324375
1391	1.754317506
1392	1.754306822
1393	1.754290795
1394	1.754277234
1395	1.754264553
1396	1.754254866
1397	1.754248408
1398	1.754237958
1399	1.754222576
1400	1.754218173
1401	1.754208134
1402	1.754204376
1403	1.754196274
1404	1.754192341
1405	1.754183828
1406	1.754174141
1407	1.754159287
1408	1.754147427
1409	1.754129226
1410	1.754124412
1411	1.754118071
1412	1.754113374
1413	1.754104567
1414	1.754092707
1415	1.754085661
1416	1.754080729
1417	1.754067988
1418	1.754048789
1419	1.754036576
1420	1.754032936
1421	1.754025126
1422	1.754018844
1423	1.754011798
1424	1.75400528
1425	1.754001053
1426	1.753997354
1427	1.7539879
1428	1.75397874
1429	1.75397281
1430	1.753959305
1431	1.753956075
1432	1.753950673
1433	1.753945624
1434	1.753938284
1435	1.753933469
1436	1.753925953
1437	1.753921138
1438	1.753909453
1439	1.753904109
1440	1.75389213
1441	1.753888196
1442	1.753883146
1443	1.753874984
1444	1.753862535
1445	1.753858542
1446	1.753854901
1447	1.753846856
1448	1.753839457
1449	1.753833879
1450	1.753830238
1451	1.753809803
1452	1.753793008
1453	1.753784963
1454	1.753777505
1455	1.753770986
1456	1.753764468
1457	1.75375977
1458	1.753746616
1459	1.753733285
1460	1.753728646
1461	1.753726297
1462	1.753698813
1463	1.753691061
1464	1.753683309
1465	1.753658643
1466	1.753642023
1467	1.753631628
1468	1.753611895
1469	1.753607784
1470	1.753600619
1471	1.753595157
1472	1.753580651
1473	1.753575482
1474	1.753568141
1475	1.753562327
1476	1.753554692
1477	1.753547174
1478	1.753543709
1479	1.75353625
1480	1.753529554
1481	1.753518806
1482	1.753499307
1483	1.753495666
1484	1.753489264
1485	1.753471408
1486	1.753463538
1487	1.753451321
1488	1.753439574
1489	1.753429589
1490	1.753423246
1491	1.753412438
1492	1.753406565
1493	1.753396344
1494	1.753382248
1495	1.753378018
1496	1.753365155
1497	1.753358165
1498	1.75329784
1499	1.753287502
1500	1.753282156
1501	1.75327405
1502	1.753263888
1503	1.753258425
1504	1.753255136
1505	1.753250789
1506	1.753235633
1507	1.75322318
1508	1.753218833
1509	1.753210726
1510	1.753194866
1511	1.753189755
1512	1.753163496
1513	1.753160324
1514	1.753152922
1515	1.753140821
1516	1.753128602
1517	1.753121141
1518	1.753111565
1519	1.753106983
1520	1.753081957
1521	1.753077198
1522	1.753068504
1523	1.753065919
1524	1.753061924
1525	1.753050351
1526	1.753040481
1527	1.75302973
1528	1.753025206
1529	1.753008874
1530	1.753000884
1531	1.75299777
1532	1.752993716
1533	1.752986901
1534	1.752979381
1535	1.752971332
1536	1.752966162
1537	1.752950241
1538	1.752940723
1539	1.752932204
1540	1.752920042
1541	1.752903474
1542	1.752891605
1543	1.752888198
1544	1.752878973
1545	1.752874919
1546	1.75286358
1547	1.752839314
1548	1.752829972
1549	1.752820629
1550	1.752782438
1551	1.752764458
1552	1.752760815
1553	1.752750121
1554	1.752740954
1555	1.752729438
1556	1.752718215
1557	1.752711105
1558	1.752696297
1559	1.752688071
1560	1.752683252
1561	1.75267908
1562	1.752670913
1563	1.752663391
1564	1.752651991
1565	1.752650111
1566	1.752641532
1567	1.752636948
1568	1.7526269
1569	1.752617263
1570	1.752612033
1571	1.752605334
1572	1.752599105
1573	1.752588175
1574	1.752570546
1575	1.752568548
1576	1.752565492
1577	1.752550625
1578	1.7525461
1579	1.752544572
1580	1.752534053
1581	1.752525297
1582	1.752517128
1583	1.752508137
1584	1.752500027
1585	1.752491565
1586	1.752487568
1587	1.752477225
1588	1.752472877
1589	1.752467
1590	1.752452778
1591	1.752445961
1592	1.752436793
1593	1.75243262
1594	1.752428212
1595	1.752410523
1596	1.752401649
1597	1.752389777
1598	1.752386721
1599	1.752383312
1600	1.752372851
1601	1.752366798
1602	1.752360039
1603	1.752352163
1604	1.752344523
1605	1.752332122
1606	1.752319486
1607	1.75231596
1608	1.752289747
1609	1.752282224
1610	1.752277874
1611	1.752270939
1612	1.752265767
1613	1.752260242
1614	1.752252013
1615	1.752248428
1616	1.752239671
1617	1.752232735
1618	1.752226975
1619	1.752224036
1620	1.752220745
1621	1.752191356
1622	1.752177838
1623	1.752165965
1624	1.75215609
1625	1.752138456
1626	1.752131873
1627	1.752123761
1628	1.752115944
1629	1.752110712
1630	1.752107597
1631	1.752104717
1632	1.752100485
1633	1.752097369
1634	1.75208673
1635	1.752079441
1636	1.752075209
1637	1.752068978
1638	1.752064099
1639	1.752052343
1640	1.752048875
1641	1.752036237
1642	1.752024421
1643	1.752020836
1644	1.752000261
1645	1.7519955
1646	1.75198727
1647	1.751977806
1648	1.751970223
1649	1.751963521
1650	1.751956643
1651	1.751949766
1652	1.751934775
1653	1.751924135
1654	1.751912613
1655	1.751907969
1656	1.751887805
1657	1.751880515
1658	1.75187687
1659	1.751853355
1660	1.751845125
1661	1.751840657
1662	1.751835601
1663	1.75182931
1664	1.75182008
